,Sentiment,TwitterID,Date,QueryType,UserID,Tweet
8851,4,1692855297,Sun May 03 20:56:50 PDT 2009,NO_QUERY,cwatson2014,wants to go to bed!!!! goodnight 
6277,4,1990565765,Mon Jun 01 05:12:07 PDT 2009,NO_QUERY,renees,@imnotahurricane true that. 
4330,4,2071285931,Sun Jun 07 19:08:44 PDT 2009,NO_QUERY,nandoaires,"Nerds do mundo, morram de inveja: vou assistir &quot;Tales of the Black Freighter&quot; "
1844,0,2236517143,Fri Jun 19 03:54:29 PDT 2009,NO_QUERY,Nessiebes,"After a tragic iPhone update, I lost ALL numbers, texts, data etc....  send me your numbers please!!! (in HK now yay!)"
7274,4,2062174999,Sat Jun 06 22:31:21 PDT 2009,NO_QUERY,cindyxoxo90,wow i have 4 followers puts a smile on my face  im surprised i have followers even if some are strange lol
2613,0,2247102274,Fri Jun 19 18:35:32 PDT 2009,NO_QUERY,Runbuchelin,#NAME?
5103,4,2188267891,Mon Jun 15 21:35:23 PDT 2009,NO_QUERY,stoned_college,"Hello Stoners, Today Class Jazzology,Jamming class and Live Streaming  from young Offender event venue Green kemang "
550,4,1969383572,Fri May 29 23:51:57 PDT 2009,NO_QUERY,UnwrittenLetter,Thanks for all the #followfridays everyone!! Sry I was MIA today. Home and getting ready for mom's B-day party!! Visit the site! 
6700,0,2297203299,Tue Jun 23 10:09:10 PDT 2009,NO_QUERY,MeganDouglasx,my blog wont upload my  x-factor photosss and i dont know why!? 
5426,4,2192002375,Tue Jun 16 06:20:37 PDT 2009,NO_QUERY,creativechick,I need a dentist in Greenville SC..husband broke a tooth last night is in pain. Our dentist is ill and we need someone fast. 
1333,4,1834411034,Mon May 18 02:49:54 PDT 2009,NO_QUERY,shinyyoga,"About to teach a nice dynamic yoga class at darlinghurst ff, come along "
8525,4,1956012698,Thu May 28 21:01:29 PDT 2009,NO_QUERY,dirasugandi,Finally got the time for sunbathing...pheeww! 
8917,0,2000541082,Mon Jun 01 22:20:58 PDT 2009,NO_QUERY,_anea,@dolendae yay knitting!  I haven't had a project in so long 
8136,4,1966251071,Fri May 29 17:24:54 PDT 2009,NO_QUERY,CampbellKelly,is watchingg the red sox game.  
3560,0,1563980524,Mon Apr 20 01:10:03 PDT 2009,NO_QUERY,steamrunner,Blergh. Monday morning. It's sunny outside. I have to work 
2491,4,2066373964,Sun Jun 07 10:23:55 PDT 2009,NO_QUERY,Anneli76,#NAME?
6597,0,2241106297,Fri Jun 19 10:32:52 PDT 2009,NO_QUERY,diet_cokecan,"add or remove programs, yea "
3058,0,2261112127,Sat Jun 20 20:16:51 PDT 2009,NO_QUERY,loyalaleigh,#NAME?
6363,0,2299791017,Tue Jun 23 13:21:00 PDT 2009,NO_QUERY,cataxe,@tb_bratt didn't know you work today....   
3691,0,1751070898,Sat May 09 18:35:48 PDT 2009,NO_QUERY,TheRealArtzilla,this heartburn feels like its punching a hole in my chest. 
9487,0,1823113097,Sat May 16 21:08:48 PDT 2009,NO_QUERY,Toriii01,listening to fashion is danger by flight of the conchords GREAT song even GREATER tv show... i hope they do more series 
7310,0,2192375484,Tue Jun 16 06:56:41 PDT 2009,NO_QUERY,germeridian,Headed out to replace my broken Keurig 
6884,4,2060017194,Sat Jun 06 18:05:44 PDT 2009,NO_QUERY,CindyWMorrison,@a_JessicaAlba Girlfriend.. I'm @ the same hotel. Be sure to let me know what time we're going to dinner tomorrow night. 
1032,4,2193277538,Tue Jun 16 08:14:20 PDT 2009,NO_QUERY,rlbates,"Just showed a patient how to do a proper pushup.  In my office, in a dress.  lq2m at it, though she was appreciative.    #fb"
4283,0,2264957570,Sun Jun 21 05:24:48 PDT 2009,NO_QUERY,magpie820,"is not loving anything about life right now; broken laptop, stolen phone, terrible  cramps &amp; i really miss my best friend. "
2777,4,2001155738,Tue Jun 02 00:00:28 PDT 2009,NO_QUERY,abstractg,#NAME?
9150,4,1564931562,Mon Apr 20 05:24:01 PDT 2009,NO_QUERY,xxbrry,#NAME?
8956,0,2053002099,Sat Jun 06 02:52:58 PDT 2009,NO_QUERY,Annhesketh,@paulpuddifoot Oh! Good for her! I will miss her! 
6165,0,2015754535,Wed Jun 03 05:26:32 PDT 2009,NO_QUERY,jennymckmoss,about to leave hotel for airport  bye nyc
4213,0,2231946403,Thu Jun 18 19:14:29 PDT 2009,NO_QUERY,amethystcutie,misisng paki land  sometimes i feel like going back... i wnated to move back but now m nt soo sure
5788,4,1680993848,Sat May 02 12:58:20 PDT 2009,NO_QUERY,cscannella,@feliciafm i still can't get over that! 
7809,0,1986139133,Sun May 31 18:23:08 PDT 2009,NO_QUERY,kaosvay,back from key west. i cant believe its over already  oh and of course i have to start classes on wednesday. awesome
7212,0,2195898865,Tue Jun 16 11:45:16 PDT 2009,NO_QUERY,AlexLumley,@Jeeez93  You're making me hungry.
1846,0,2190717101,Tue Jun 16 03:31:37 PDT 2009,NO_QUERY,Helikon,"Hmmm, looks like FeedBurner is messing up again. Just 1 subscriber through Netvibes? Don't think so, used to be the biggest source. "
6238,0,2217988841,Wed Jun 17 21:42:12 PDT 2009,NO_QUERY,hmcclantoc,@hamelinlive Wish I wasn't working!  I wish you great shows!
7422,0,1990466992,Mon Jun 01 04:57:01 PDT 2009,NO_QUERY,Rasbutain, i think my trachea is infected again.
5524,0,2190203865,Tue Jun 16 02:03:47 PDT 2009,NO_QUERY,celebcorps,So las vegas's internet is out. Yay. 
803,0,2065712360,Sun Jun 07 09:08:37 PDT 2009,NO_QUERY,Go_Kayleigh,"Sittin in my room, really bored "
309,0,2013720357,Tue Jun 02 23:23:41 PDT 2009,NO_QUERY,Jerome_143,"@Thomas_Ward No Kid Icarus  but with 2 Mario's,Metroid,Golden Sun and a new Zelda for the Wii I'm still happy.How about you ?"
7399,4,1985200137,Sun May 31 16:37:59 PDT 2009,NO_QUERY,Gemmaboyle,@hughsbeautiful yes we still have 5ps 
7183,0,1793226655,Thu May 14 01:52:09 PDT 2009,NO_QUERY,AlicexDances,omg english language GCSE tomorow  a year early 
1874,4,1956311092,Thu May 28 21:36:35 PDT 2009,NO_QUERY,LoboGris1,"@bigwormy You know, someone should have told George Washington that!  Imagine how fly he would look w/ Red Wood Teeth!  "
2041,4,1565577229,Mon Apr 20 07:04:56 PDT 2009,NO_QUERY,Bell_LaStar,One day until Tennessee!!! I can't wait to be home for awhile! 
3295,4,1963223412,Fri May 29 12:23:46 PDT 2009,NO_QUERY,fartfree,#twpp I think the pyjama party rawks! Girls and guys.keep it going. Me off to get more drunk. 
3912,4,2068612504,Sun Jun 07 14:23:08 PDT 2009,NO_QUERY,CitraLubis,#NAME?
9251,4,2015304810,Wed Jun 03 04:17:59 PDT 2009,NO_QUERY,standup4design,@countzeero BIG thanks for the @MrTweet recommendation. When will see more work on the network? Hope you're doing designwork you enjoy. 
6104,4,1969493076,Sat May 30 00:12:34 PDT 2009,NO_QUERY,ShelleAmanda,@kristennnnnnn Bahahhaha. I Love you! No-one else would be game to say that too him! 
6374,0,2247187115,Fri Jun 19 18:43:13 PDT 2009,NO_QUERY,KITTIEDELUXE,starting to miss my daddy. remembering he's no longer here. 
1654,0,1982157225,Sun May 31 10:38:34 PDT 2009,NO_QUERY,LindaVil,"It was so hot today! I got a sunburn  I Bycycled 20km today ;) We went to see faterfall with marta, I will add twitpics of waterfall !"
1452,4,2183917050,Mon Jun 15 15:09:46 PDT 2009,NO_QUERY,Giselle20,@nickjonas       congratulations for being nine Teen Choice Awards! Wow!! 
3847,4,2003733600,Tue Jun 02 07:03:22 PDT 2009,NO_QUERY,vayastra,"Baru jg ngaso abis 12 jam flight,eh udah liat2 site travel hungary lg gara2 si farce "
3299,0,2049174032,Fri Jun 05 16:25:26 PDT 2009,NO_QUERY,What_Sarah_Says,@colinmeloy    Can you make October come around faster? Hopefully will be seeing you at ACL!
1219,0,2295753604,Tue Jun 23 08:19:58 PDT 2009,NO_QUERY,Jahtnia,No more rain!!! Yay!!!!!!!!! that means more school...boo.. 
5382,0,2266860673,Sun Jun 21 09:13:15 PDT 2009,NO_QUERY,sprtsgrl04,Has once again hit a creative block.... 
6239,0,1468853177,Tue Apr 07 04:04:26 PDT 2009,NO_QUERY,kyelko,@melanieleonard I don't want to be at work  LOL xx
7370,0,2070445903,Sun Jun 07 17:42:32 PDT 2009,NO_QUERY,SuthernLady2448,@tararebeccah Not working well for me.    I still can't get the page to load to vote.
348,4,1970631013,Sat May 30 04:38:06 PDT 2009,NO_QUERY,SarahSloane,#NAME?
3206,0,1981960219,Sun May 31 10:14:31 PDT 2009,NO_QUERY,CharlotteRuss,Trying to upload my profile pic but it's not working 
6874,0,1883565973,Fri May 22 08:45:19 PDT 2009,NO_QUERY,MsGzeL,omgg..im stilll drunkk and im at work  ahh i hope this day hurrys up!!
3930,4,1989391635,Mon Jun 01 01:22:06 PDT 2009,NO_QUERY,BrokenSword,@outrage_designs  just having coffee now and will head for the shower soon p'raps that'll perk me up too. 
203,4,1962647335,Fri May 29 11:23:19 PDT 2009,NO_QUERY,JazzBuddafly,#NAME?
8821,0,2301511544,Tue Jun 23 15:32:21 PDT 2009,NO_QUERY,j0liidOlLaSz,waiting for my ride . ohdee hungry 
9426,0,2225747419,Thu Jun 18 11:05:52 PDT 2009,NO_QUERY,TalkArsenal,"Blog Comments ?€?  ME RIKE MERO, HE NO COME  BAD JOULNARISM. http://cli.gs/8SEBED"
8134,4,2065029401,Sun Jun 07 07:44:10 PDT 2009,NO_QUERY,markable,"@JustA_Girl He'll go through a phase like that I'm sure. Until he discovers girls and alcohol, then it'll be a case of regress... "
1342,0,2047312552,Fri Jun 05 13:27:58 PDT 2009,NO_QUERY,cdecarreau,"laundry, it's not even mine   but tonight is one of the two gay dance events a month.... vt is so lame most of the time"
611,4,1979962744,Sun May 31 05:11:17 PDT 2009,NO_QUERY,Jennbop,Aww johnny made me breakfast 
330,4,2004453096,Tue Jun 02 08:13:28 PDT 2009,NO_QUERY,LudlowLyles,i have paint and a roller cover and tape... but no roller. i guess i have to watch the price is right for a little while. 
6637,0,2070797450,Sun Jun 07 18:18:49 PDT 2009,NO_QUERY,SpitFireSpi,#NAME?
676,4,2063098513,Sun Jun 07 01:21:47 PDT 2009,NO_QUERY,evenq,#NAME?
7983,0,1680203075,Sat May 02 11:08:18 PDT 2009,NO_QUERY,EuiHwanP,i'm about to crash and i still have 5 more hours to go. 
2707,4,1972080585,Sat May 30 08:31:10 PDT 2009,NO_QUERY,shivanibalraj,is loving her pooh bear and tigger that her friends go for her  and Adam Lambert is just so so O-M-G freakish HAWT! ;)
7284,0,1881790095,Fri May 22 05:33:53 PDT 2009,NO_QUERY,McDayDreamer,@McBeautiful yep a lot of studying :/ and dentist 
3258,0,2253904826,Sat Jun 20 08:55:39 PDT 2009,NO_QUERY,camiilandree,please don`t leave me alone (8) 
7557,0,2217051414,Wed Jun 17 20:19:30 PDT 2009,NO_QUERY,dobs555,#NAME?
4020,4,2058416512,Sat Jun 06 14:53:59 PDT 2009,NO_QUERY,TravelMamas,@mylittleswans Thanks for the props on my article in Babytalk!  
9588,4,1573494479,Tue Apr 21 01:26:16 PDT 2009,NO_QUERY,terrycojones,@xllora Just read your 18(!) page CV 
4025,0,1880563092,Fri May 22 01:41:18 PDT 2009,NO_QUERY,MichelleKendall,It's my last day at Focal Radio 
5722,4,1467822814,Mon Apr 06 22:22:54 PDT 2009,NO_QUERY,misstoriblack,Just added tweetie to my new iPhone 
747,4,1833784918,Mon May 18 00:27:05 PDT 2009,NO_QUERY,AltafSayani,"Good morning, afternoon, evening, night (choose one which applied u) "
1940,0,2259356043,Sat Jun 20 17:26:37 PDT 2009,NO_QUERY,LilMissTati,http://twitpic.com/7yhvc - Heading to the dodgers game. Stuck in traffic 
3391,4,1826313231,Sun May 17 08:12:37 PDT 2009,NO_QUERY,KianaBritney,goin to take the baby to petco to get pampered.... thanks autizzy 
3626,4,1880904697,Fri May 22 02:55:13 PDT 2009,NO_QUERY,McFLYGermany,#NAME?
6487,0,2240016705,Fri Jun 19 09:14:18 PDT 2009,NO_QUERY,kikitube,can't sleep. so nervous about tomorrow. 
903,0,2049856765,Fri Jun 05 17:37:27 PDT 2009,NO_QUERY,Showtime1908,@Ti_ANY aww man thats great! I got ur text about ur bday while I was taking a nap. I can't come  I don't get off work til 9pm
4499,0,1792908142,Thu May 14 00:39:50 PDT 2009,NO_QUERY,Magagie11,i did i did  happy birthday happy birthday@ptsiampas
8111,4,2004303312,Tue Jun 02 07:59:40 PDT 2009,NO_QUERY,SkinnyTips,@Ana_Drowning i hope you hit your goal weight and stay healthy! 
3880,0,1967284508,Fri May 29 19:17:58 PDT 2009,NO_QUERY,Melli90,finally home..its late and im tired 
9163,0,2003566951,Tue Jun 02 06:46:00 PDT 2009,NO_QUERY,Dudley_Brown,"Once I move to Clay City, I'm going to be the dirtiest dog you've ever seen! Yay! Mommy is making me live outside though "
1456,4,1685918343,Sun May 03 02:46:36 PDT 2009,NO_QUERY,Mexboom,Goodmorning twitters of all countries 
6827,0,2238939543,Fri Jun 19 07:56:03 PDT 2009,NO_QUERY,kel_89,"Finished my 3 week school placement  Had a great time, will miss everyone!"
8023,0,2054776220,Sat Jun 06 08:03:43 PDT 2009,NO_QUERY,msaspence,chuck in 3d without 3d glasses is making my head hurt 
3725,0,2057957385,Sat Jun 06 13:59:23 PDT 2009,NO_QUERY,katty77,wishin the day was almost over its not been a good one 
4751,0,2039936459,Thu Jun 04 23:11:25 PDT 2009,NO_QUERY,MelissaSuzanne,#NAME?
90,0,2002951539,Tue Jun 02 05:33:07 PDT 2009,NO_QUERY,SianySianySiany,@Matterbox But I haven't had a box at all  Signed up aaaaaaages ago.
6658,4,1759199732,Sun May 10 18:41:09 PDT 2009,NO_QUERY,ryoswim,"@jetset_amelia arigato! it was tiring, but was a lot of fun  I hope you had a great time in Okinawa!!"
8647,4,2049362289,Fri Jun 05 16:44:56 PDT 2009,NO_QUERY,ALEXA_J,On my way to lady fox's 
3522,4,2052563795,Sat Jun 06 01:10:02 PDT 2009,NO_QUERY,elizamanson,home now; had an awesome day with nicky and @angelicaaa  got some loverly winter stuff $$
9339,4,1982717855,Sun May 31 11:45:51 PDT 2009,NO_QUERY,what_bugs_u,"@futurebehaviour why limit your story to 140 ch. Tell all what is annoying you at www.iamsoannoyed.com ,it will help relieve your stress "
4340,4,2004586533,Tue Jun 02 08:25:55 PDT 2009,NO_QUERY,fancyfembot,@CASizemore Note to self: Don't tweet about smacking your computer 
7551,0,2188695200,Mon Jun 15 22:22:47 PDT 2009,NO_QUERY,exubersapien,Lakers email said celebration is Wed in la  - too bad I live in nor cal 
5199,4,1692821019,Sun May 03 20:51:52 PDT 2009,NO_QUERY,alejandraX3,so we're even???? 
9646,4,1685809665,Sun May 03 02:11:43 PDT 2009,NO_QUERY,aparajuli,I have never once been rejected from the Family wearing these Adidas Tricolor sneakers which i payed $150  Turns out Cloudland does suck!
8257,4,2012312403,Tue Jun 02 20:25:52 PDT 2009,NO_QUERY,joannaLopez,Check Yes Juliet- We The Kings 
3557,4,2184967396,Mon Jun 15 16:41:10 PDT 2009,NO_QUERY,tofumei,"@kpauline good choice!  and ty, ty i've changed the case so many times na nyahaha now my ipod and iphone match lol"
726,0,1881089986,Fri May 22 03:33:58 PDT 2009,NO_QUERY,michaelskerley,I hate this 
3926,4,2008430648,Tue Jun 02 14:07:12 PDT 2009,NO_QUERY,chris_alley,"I'm guessing that by next Tuesday a new iPhone, as well as the new OS, will be announced!  If not Tuesday, then sometime next week!  "
3421,0,2255611253,Sat Jun 20 11:31:22 PDT 2009,NO_QUERY,GabeRealz,She's on the rag 
8396,4,1678492207,Sat May 02 06:52:54 PDT 2009,NO_QUERY,starletkittycat,Listening to the rain 
900,0,2069304149,Sun Jun 07 15:37:57 PDT 2009,NO_QUERY,surreyblonde,@Lunabee_art - where did you get that from - i could only find &quot;scramble&quot; which i downloaded thinking it was scrabble 
259,0,2063662821,Sun Jun 07 03:34:46 PDT 2009,NO_QUERY,shaarni,I really want to watch Twilight but the name Edward Cullen sounds too much like another &quot;EC&quot; name. :| 
2542,4,2050993305,Fri Jun 05 19:40:02 PDT 2009,NO_QUERY,mom2allboyz,newbie here...what is # on twitter and what is follow friday  thanks
9297,0,1834807742,Mon May 18 04:16:03 PDT 2009,NO_QUERY,TheNewBradie,haha u dont know wat i just went through  =P my ankle hurts 
4171,4,1564155747,Mon Apr 20 02:03:30 PDT 2009,NO_QUERY,bellybeyond,#NAME?
6020,4,1971318316,Sat May 30 06:48:44 PDT 2009,NO_QUERY,stargirl15,back  and btw where is everyone?? no one is tweeting =(
8630,0,2209351250,Wed Jun 17 10:17:29 PDT 2009,NO_QUERY,anilam18,@ktsummer I want to help you but for some reason when I pull up your photo album on google it says it doesn't exist 
5451,4,1991910146,Mon Jun 01 07:52:40 PDT 2009,NO_QUERY,MarciaMamaMia,@CristaltheGreat 2 Gemini females in 1 house for 18 yrs(+/-)... That had to be FUN 4mom! 
6341,4,1881961170,Fri May 22 05:56:51 PDT 2009,NO_QUERY,musicgirl26,@babblingbrookie that's so cool! i love his song i'm yours!!! hope you're doin' great brooke!! cant wait for the album! love ya! -emily 
8968,4,1693811313,Sun May 03 23:52:30 PDT 2009,NO_QUERY,azipham,Miss you like CRAZY 
6142,0,2056564994,Sat Jun 06 11:22:40 PDT 2009,NO_QUERY,Lacey1114,Missing him  Good Luck Love!!!! Your gonna do great!!! Heading out to jeremeys in a few...p.s congrats jason and steph!!
4772,4,2065494880,Sun Jun 07 08:42:46 PDT 2009,NO_QUERY,Cinnzenno,Out to the garden. Beautiful outside. Hope everyone has a wonderful day! 
5988,4,2013794202,Tue Jun 02 23:35:47 PDT 2009,NO_QUERY,Tyrone17,"YAY STATE OF ORIGIN IS ON IN 3 HOURS CANT WAIT, GO QUEENSLAND. "
4436,0,2300746779,Tue Jun 23 14:32:26 PDT 2009,NO_QUERY,Jason4641,#NAME?
7569,4,1881198778,Fri May 22 03:55:47 PDT 2009,NO_QUERY,tennistrash,@risha_ I shall try and follow Rafa's fine example! 
9779,0,2201855311,Tue Jun 16 20:52:29 PDT 2009,NO_QUERY,mycreativedes,Something always has to ruin my good day. I don't know why I haven't gotten used to that by now. 
5267,4,1983794107,Sun May 31 13:50:56 PDT 2009,NO_QUERY,iAlex94,On the phone with girlfriend.. agian 
4040,0,2016258748,Wed Jun 03 06:27:44 PDT 2009,NO_QUERY,anambanana,"&quot;If there are no survivors, it would be the world's worst aviation disaster since 2001.&quot; Gosh. "
6450,0,2015849302,Wed Jun 03 05:39:11 PDT 2009,NO_QUERY,pink_mini,needs to get out going stir crazy listening to big cook little cook 
8685,4,1468500925,Tue Apr 07 02:03:16 PDT 2009,NO_QUERY,axelrafn,"awake, gotten the kids to kindergarten and starting to program, yet again "
4084,4,1548863472,Fri Apr 17 22:12:48 PDT 2009,NO_QUERY,ebergkamp,Another amazing night...drivin n the rain  love it 
4273,0,1685359923,Sun May 03 00:03:21 PDT 2009,NO_QUERY,edwardbarry, going to lay down. Fuck tonight
6879,4,1880521667,Fri May 22 01:32:31 PDT 2009,NO_QUERY,Yoshi2me,[Remark] Nice one to join  but how about 2009? http://tinyurl.com/q2t66j
3466,4,2052831654,Sat Jun 06 02:11:39 PDT 2009,NO_QUERY,grannypamnz,#NAME?
5767,0,2012816054,Tue Jun 02 21:20:35 PDT 2009,NO_QUERY,whoatemyfig,#NAME?
8650,0,2066422549,Sun Jun 07 10:29:31 PDT 2009,NO_QUERY,sufjansaves,@koolitz After 3 hours.. http://www.hurl.ws/2yos 
1041,0,2202388081,Tue Jun 16 21:42:41 PDT 2009,NO_QUERY,alittletrendy,@princessherb I wouldn't doubt it lol. That is why one of us needs to go visit the other.  right now.
8137,0,2218667332,Wed Jun 17 22:54:55 PDT 2009,NO_QUERY,rocan73,Why even bother with medical benefits when most of the time you're not entitled to use them when you need them the most 
6573,4,1998818854,Mon Jun 01 19:10:30 PDT 2009,NO_QUERY,ploogle,"I like indoors better. A much more...controlled environment. Temperature's nice, no dirty nature...clean and quiet. "
5368,0,2015624952,Wed Jun 03 05:08:11 PDT 2009,NO_QUERY,AJNel,rather disappointed with  the new The Crystal Method 
4814,0,1685017600,Sat May 02 22:46:40 PDT 2009,NO_QUERY,erickajonasbby,wtf my sis just reminded me some place in ny &amp; nj they sale jobro hot coco and a shake called thats just the way we shake  i want one! NOW
4661,0,1563597504,Sun Apr 19 23:27:33 PDT 2009,NO_QUERY,COSMOSCreative,Hey anyone tell me that today how I complete 1000 Followers?? Now I have 952  I m stuck now. please Reply.
9996,4,2001396294,Tue Jun 02 00:44:58 PDT 2009,NO_QUERY,ronnelcorre,Remember my show tomorrow @ 5PM Pacific Standard Time about The Five People You Meet In Heaven by Mitch Album  on blogtalkradio.com
6923,4,2063279115,Sun Jun 07 02:01:42 PDT 2009,NO_QUERY,thalovebug,@heidiheartshugs I think i'm falling in love with you!!  xxx #iloveyou
2373,4,1956497373,Thu May 28 22:00:30 PDT 2009,NO_QUERY,ShaeFreeman,@AntionetteTorr I figure I'll go to Houston first...snatch me up some country boy and then visit N.O for Mardi Gras or something 
5670,0,2244103224,Fri Jun 19 14:18:21 PDT 2009,NO_QUERY,xtinalouise,#NAME?
2676,0,1982288853,Sun May 31 10:54:41 PDT 2009,NO_QUERY,ashleytastic,I don't think I have been hungover like this in a long time. I forgot how much it sucks. 
9950,0,1468701549,Tue Apr 07 03:15:05 PDT 2009,NO_QUERY,chinatheblack,Up &amp; don't feel like running   why am I so lazy!!!??? 
2219,0,2252026358,Sat Jun 20 05:15:23 PDT 2009,NO_QUERY,NikkiHatton,"@OliviaBabyy Aw noway i thought he was gonna go though, i didn't want him to though  well"
480,0,2248994464,Fri Jun 19 21:32:12 PDT 2009,NO_QUERY,Cerebellum417,"@peterfacinelli OK, so I'm all excited for staying up this late because w.coast twiterverse is still up and you're not saying anything "
7861,0,1978626696,Sat May 30 23:56:57 PDT 2009,NO_QUERY,lalayu,Maybe I should go to bed 
8301,4,1557047208,Sun Apr 19 01:43:04 PDT 2009,NO_QUERY,poopshoes,is has accomplished much this weekend and is now well-fed and sleepy  Gemma likes Sundays. And sundaes.
9100,0,2215970519,Wed Jun 17 18:52:01 PDT 2009,NO_QUERY,smoshanthony,"So how's everyone liking iPhone OS 3.0, eh, eh? I can't download until I get home at 10:30 "
6792,4,2067375730,Sun Jun 07 12:14:03 PDT 2009,NO_QUERY,schock,@fabianocrave thanks for the congrats re #vozmob 
6278,0,2186333290,Mon Jun 15 18:41:23 PDT 2009,NO_QUERY,XDEZOX,@makencheezie pretty sure i couldn't ever ravishh him because i'd faint before i got my straight leg jeans off 
7043,0,2048295430,Fri Jun 05 14:58:29 PDT 2009,NO_QUERY,MissSeduktiv,#NAME?
3460,4,1971243833,Sat May 30 06:36:38 PDT 2009,NO_QUERY,maadong,@mutyabuena hey! i'm a big fan of you in South Korea 
487,4,1969601409,Sat May 30 00:34:26 PDT 2009,NO_QUERY,1danieldaniel,"#breakfast one egg, two slices of whole wheat bread, tomatoes &amp; lethes from the garden &amp; freash squeezed orange juise "
5965,4,2055574774,Sat Jun 06 09:34:01 PDT 2009,NO_QUERY,corycouture,#NAME?
879,0,1751737851,Sat May 09 20:09:26 PDT 2009,NO_QUERY,Faavtro,"@jaret2113 You shouldn't be afraid of mice, they're so cute "
8765,0,1981301773,Sun May 31 08:52:03 PDT 2009,NO_QUERY,DonniesGirl69,@GeminiTwisted LMAO....I don't wanna kill you!!  
7958,0,2203420338,Tue Jun 16 23:42:05 PDT 2009,NO_QUERY,bengillam,#NAME?
9058,4,1989227981,Mon Jun 01 00:47:20 PDT 2009,NO_QUERY,Sepulchura,#NAME?
2865,4,1753599420,Sun May 10 02:27:10 PDT 2009,NO_QUERY,JaCeYVahiz,wishes Happy mother's day to all mothers!!! 
3720,0,2225082903,Thu Jun 18 10:17:21 PDT 2009,NO_QUERY,HELLOkaraaa,Creepers downtown! Not fun. 
1056,0,2057153973,Sat Jun 06 12:28:26 PDT 2009,NO_QUERY,Elizabeth_C,Two more shifts till the &quot;weekend&quot;  my life is so boring
3645,0,2295652581,Tue Jun 23 08:12:12 PDT 2009,NO_QUERY,Murdock1980,is working 
7675,0,2069583133,Sun Jun 07 16:08:38 PDT 2009,NO_QUERY,annahavana,@patrickharvie I did my bit.  Sorry it didn't have the desired effect Patrick. 
5915,0,2236031272,Fri Jun 19 02:40:55 PDT 2009,NO_QUERY,JasminePOYNTEr_,hate that everything is all on the 19th of june 
5324,0,1793410189,Thu May 14 02:35:17 PDT 2009,NO_QUERY,DyamondHavana,Up all night doing graphics! im tired i really want to snuggle with my big sexy husband 
4085,4,1956543741,Thu May 28 22:06:31 PDT 2009,NO_QUERY,YuleHeibel,"@dbarefoot @lacouvee - Hey folks, it's getting too hard for me to squish complex ideas into 140 characters. TTFN &amp; ttyl, methinks! "
106,4,2060419257,Sat Jun 06 18:52:16 PDT 2009,NO_QUERY,DemiMexicanFans,http://bit.ly/1VORA  this video is special for @ddlovato comes mexico watch it 
6079,4,2014652059,Wed Jun 03 02:14:14 PDT 2009,NO_QUERY,Claudia_inD,@caribbeanblue77 Good to hear that  I'm much too busy and running out of time... but otherwise doing ok.
6524,4,2060957669,Sat Jun 06 19:54:25 PDT 2009,NO_QUERY,HazorDral,My first tweet from my new iPod touch! 
3215,0,2227534725,Thu Jun 18 13:19:07 PDT 2009,NO_QUERY,arobinsonuk,Wondering if my Macbook Pro will finally arrive tomorrow... 
5161,0,2197970556,Tue Jun 16 15:26:20 PDT 2009,NO_QUERY,gemsysummers,@Zoe_Salmon oh yummmmm! so envious!! i really wanna get some ice cream now!!! only got vanilla no choccy 
4642,0,2195186177,Tue Jun 16 10:47:39 PDT 2009,NO_QUERY,gracieANGEL,I have a headache 
6541,4,2191003758,Tue Jun 16 04:17:16 PDT 2009,NO_QUERY,kayleighjones,"Oh yeah and camping tonight, give me or Chanti a call if you wanna come "
3006,0,2288479921,Mon Jun 22 19:12:58 PDT 2009,NO_QUERY,TarynRachel,"@bonniefuller I think she would be willing; him not so much. He is over it, I think he just doesn't love her anymore. Beyond counselling "
9760,0,2240126904,Fri Jun 19 09:22:20 PDT 2009,NO_QUERY,NoNamesJustLo,Omg my stomach is touching my back 
2710,0,1835174099,Mon May 18 05:20:20 PDT 2009,NO_QUERY,pastle,Is finally gettin on the Newday case...... Got FFAARRRR to much philosophy reading to do  Salsa tonight people?
6709,0,1974820721,Sat May 30 13:54:15 PDT 2009,NO_QUERY,luizat,#NAME?
5402,0,2250759082,Sat Jun 20 01:24:21 PDT 2009,NO_QUERY,JadeMayLi,when will they ring me? i dont think i can stay in this job any longer 
8291,0,2058503009,Sat Jun 06 15:04:14 PDT 2009,NO_QUERY,grumpyughlex," devistated, You'll forever be in my heart Joshua. Shine on soldier. I can't believe this."
5493,4,2018462602,Wed Jun 03 10:00:18 PDT 2009,NO_QUERY,MrsSeductionz,#NAME?
5595,0,2031269141,Thu Jun 04 09:34:36 PDT 2009,NO_QUERY,Girly_reg182,uu and i bought 2 sunglasses.. but umm it's raining out side like 3 days in a row 
1918,4,2186908492,Mon Jun 15 19:30:41 PDT 2009,NO_QUERY,janiebella,"@DianaDeco Yes, I'm liking twitter "
6178,4,1984799211,Sun May 31 15:49:58 PDT 2009,NO_QUERY,unahealyfan,#NAME?
3628,4,1828074403,Sun May 17 12:02:09 PDT 2009,NO_QUERY,vardra,#NAME?
621,0,2205743215,Wed Jun 17 05:21:25 PDT 2009,NO_QUERY,aneeshjv,Fed up with reading documents...  A lotta documents to complete. Day by day reading quantity is reduced
2379,4,2017105193,Wed Jun 03 07:52:06 PDT 2009,NO_QUERY,DanaLanePhoto,"@rtd13 Well, happy Wednesday in that case! "
